id,data_subject_id,host,event_id,text,region,label
5519,user1372,PC-214,4697,Scheduled task created. Name: quality by user1372,Queensland,0
5520,user1458,PC-586,4625,Scheduled task created. Name: agreement by user1458,Western Australia,0
5524,user1046,PC-933,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-933,Victoria,0
5525,user1327,PC-778,4624,A logon attempt was made using explicit credentials. User: user1327,ACT,0
5528,user1708,PC-830,1116,A service was installed in the system. Service: environment by user1708,Victoria,0
5533,user1019,PC-115,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-115,South Australia,0
5538,user1462,PC-832,1116,A logon attempt was made using explicit credentials. User: user1462,Tasmania,0
5539,user1935,PC-361,4698,An account was successfully logged on. User: user1935 from PC-361,Tasmania,0
5543,user1903,PC-473,1116,A service was installed in the system. Service: soldier by user1903,Northern Territory,0
5547,user1589,PC-490,1116,Scheduled task created. Name: camera by user1589,New South Wales,0
5548,user1046,PC-452,4624,An account was successfully logged on. User: user1046 from PC-452,Victoria,0
5549,user1541,PC-639,1116,An account was locked out. User: user1541,Queensland,0
5551,user1397,PC-875,1116,An account was successfully logged on. User: user1397 from PC-875,Northern Territory,0
5553,user1320,PC-827,4625,An account was successfully logged on. User: user1320 from PC-827,Victoria,0
5555,user1679,PC-917,4698,A logon attempt was made using explicit credentials. User: user1679,South Australia,0
5556,user1060,PC-299,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-299,Tasmania,0
5557,user1390,PC-606,4625,An account was successfully logged on. User: user1390 from PC-606,Tasmania,0
5560,user1444,PC-507,1116,A service was installed in the system. Service: think by user1444,ACT,0
5563,user1496,PC-990,7045,An account was successfully logged on. User: user1496 from PC-990,Tasmania,0
5570,user1682,PC-366,4624,A logon attempt was made using explicit credentials. User: user1682,Tasmania,0
5573,user1151,PC-176,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-176,Western Australia,0
5575,user1695,PC-638,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-638,Tasmania,0
5578,user1838,PC-558,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-558,Western Australia,0
5586,user1291,PC-451,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-451,Queensland,0
5591,user1214,PC-536,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-536,Western Australia,0
5592,user1465,PC-630,7045,Scheduled task created. Name: dark by user1465,New South Wales,0
5593,user1610,PC-356,4624,An account was successfully logged on. User: user1610 from PC-356,ACT,0
5594,user1726,PC-461,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-461,Western Australia,0
5597,user1681,PC-183,4624,Scheduled task created. Name: its by user1681,Northern Territory,0
5599,user1796,PC-594,4624,An account was successfully logged on. User: user1796 from PC-594,Queensland,0
5600,user1076,PC-634,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-634,Victoria,0
5602,user1956,PC-204,4624,A service was installed in the system. Service: decade by user1956,Victoria,0
5604,user1768,PC-622,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-622,Northern Territory,0
5606,user1006,PC-639,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-639,Western Australia,0
5608,user1698,PC-236,4698,An account was locked out. User: user1698,South Australia,0
5610,user1689,PC-694,1116,A service was installed in the system. Service: population by user1689,Tasmania,0
5615,user1316,PC-619,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-619,New South Wales,0
5616,user1758,PC-565,1116,A service was installed in the system. Service: step by user1758,Northern Territory,0
5617,user1828,PC-677,4625,A logon attempt was made using explicit credentials. User: user1828,Tasmania,0
5618,user1532,PC-164,4697,Scheduled task created. Name: return by user1532,Western Australia,0
5621,user1460,PC-569,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-569,New South Wales,0
5622,user1727,PC-726,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-726,New South Wales,0
5626,user1139,PC-718,4698,An account was successfully logged on. User: user1139 from PC-718,Northern Territory,0
5632,user1591,PC-155,1116,Scheduled task created. Name: prove by user1591,Queensland,0
5635,user1249,PC-366,4625,An account was locked out. User: user1249,Northern Territory,0
5637,user1444,PC-590,4625,An account was successfully logged on. User: user1444 from PC-590,ACT,0
5638,user1530,PC-986,4625,Scheduled task created. Name: chair by user1530,Tasmania,0
5640,user1984,PC-979,4698,An account was successfully logged on. User: user1984 from PC-979,Northern Territory,0
5641,user1023,PC-185,7045,Scheduled task created. Name: research by user1023,Western Australia,0
5643,user1488,PC-813,4625,An account was successfully logged on. User: user1488 from PC-813,South Australia,0
5644,user1224,PC-297,4625,A logon attempt was made using explicit credentials. User: user1224,Western Australia,0
5645,user1654,PC-318,1116,An account was successfully logged on. User: user1654 from PC-318,ACT,0
5648,user1933,PC-434,7045,Scheduled task created. Name: current by user1933,Tasmania,0
5649,user1242,PC-649,4698,A logon attempt was made using explicit credentials. User: user1242,South Australia,0
5650,user1834,PC-963,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-963,Victoria,0
5653,user1906,PC-573,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-573,Northern Territory,0
5655,user1619,PC-453,7045,An account was successfully logged on. User: user1619 from PC-453,South Australia,0
5656,user1806,PC-535,7045,A service was installed in the system. Service: do by user1806,Tasmania,0
5657,user1472,PC-183,4625,A service was installed in the system. Service: quickly by user1472,Northern Territory,0
5666,user1275,PC-152,4625,A service was installed in the system. Service: worker by user1275,Western Australia,0
5671,user1188,PC-760,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-760,New South Wales,0
5672,user1398,PC-258,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-258,Queensland,0
5674,user1307,PC-631,1116,An account was locked out. User: user1307,Tasmania,0
5676,user1503,PC-273,1116,An account was locked out. User: user1503,South Australia,0
5677,user1439,PC-519,4624,An account was successfully logged on. User: user1439 from PC-519,Western Australia,0
5678,user1485,PC-444,4625,A service was installed in the system. Service: unit by user1485,Western Australia,0
5680,user1583,PC-411,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-411,Victoria,0
5681,user1983,PC-320,1116,An account was locked out. User: user1983,New South Wales,0
5682,user1692,PC-711,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-711,New South Wales,0
5686,user1340,PC-738,1116,Scheduled task created. Name: poor by user1340,New South Wales,0
5694,user1024,PC-473,4697,An account was locked out. User: user1024,South Australia,0
5696,user1413,PC-343,4697,An account was successfully logged on. User: user1413 from PC-343,South Australia,0
5698,user1259,PC-393,4624,An account was locked out. User: user1259,Tasmania,0
5699,user1706,PC-215,7045,An account was successfully logged on. User: user1706 from PC-215,New South Wales,0
5703,user1432,PC-503,4625,An account was successfully logged on. User: user1432 from PC-503,Victoria,0
5704,user1967,PC-903,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-903,Western Australia,0
5706,user1570,PC-579,4624,Scheduled task created. Name: no by user1570,Queensland,0
5707,user1046,PC-712,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-712,Victoria,0
5708,user1238,PC-500,4698,A service was installed in the system. Service: determine by user1238,Western Australia,0
5709,user1789,PC-203,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-203,Victoria,0
5710,user1309,PC-756,4697,An account was locked out. User: user1309,Victoria,0
5711,user1942,PC-751,4697,A service was installed in the system. Service: color by user1942,New South Wales,0
5718,user1548,PC-221,7045,A service was installed in the system. Service: him by user1548,Victoria,0
5720,user1332,PC-904,4698,Scheduled task created. Name: site by user1332,New South Wales,0
5723,user1365,PC-278,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-278,Tasmania,0
5724,user1687,PC-137,7045,An account was successfully logged on. User: user1687 from PC-137,New South Wales,0
5729,user1900,PC-234,4698,A service was installed in the system. Service: prepare by user1900,New South Wales,0
5730,user1631,PC-973,4624,A logon attempt was made using explicit credentials. User: user1631,Northern Territory,0
5731,user1626,PC-843,4625,A service was installed in the system. Service: east by user1626,Victoria,0
5736,user1166,PC-300,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-300,ACT,0
5738,user1150,PC-563,4625,A logon attempt was made using explicit credentials. User: user1150,Victoria,0
5739,user1489,PC-674,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-674,Tasmania,0
5743,user1854,PC-830,4624,A service was installed in the system. Service: sea by user1854,New South Wales,0
5744,user1361,PC-308,4698,Scheduled task created. Name: buy by user1361,Western Australia,0
5745,user1051,PC-855,7045,A logon attempt was made using explicit credentials. User: user1051,ACT,0
5746,user1079,PC-685,4698,A service was installed in the system. Service: must by user1079,Queensland,0
5747,user1531,PC-295,4625,A logon attempt was made using explicit credentials. User: user1531,South Australia,0
5749,user1859,PC-205,4698,An account was locked out. User: user1859,Northern Territory,0
5751,user1517,PC-665,7045,Scheduled task created. Name: guess by user1517,Western Australia,0
5755,user1733,PC-891,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-891,South Australia,0
5757,user1601,PC-856,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-856,New South Wales,0
5758,user1517,PC-173,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-173,Western Australia,0
5762,user1949,PC-619,4698,An account was locked out. User: user1949,ACT,0
5764,user1671,PC-166,4698,A logon attempt was made using explicit credentials. User: user1671,South Australia,0
5766,user1059,PC-575,7045,A logon attempt was made using explicit credentials. User: user1059,Queensland,0
5767,user1290,PC-206,7045,A logon attempt was made using explicit credentials. User: user1290,Victoria,0
5777,user1296,PC-334,4625,A service was installed in the system. Service: member by user1296,New South Wales,0
5778,user1192,PC-184,4698,A service was installed in the system. Service: good by user1192,South Australia,0
5781,user1714,PC-186,4625,Scheduled task created. Name: nor by user1714,Victoria,0
5782,user1709,PC-802,4624,An account was successfully logged on. User: user1709 from PC-802,Northern Territory,0
5792,user1195,PC-138,1116,An account was successfully logged on. User: user1195 from PC-138,Victoria,0
5793,user1076,PC-367,4697,An account was locked out. User: user1076,Victoria,0
5794,user1707,PC-560,4624,A logon attempt was made using explicit credentials. User: user1707,Victoria,0
5798,user1471,PC-365,7045,A service was installed in the system. Service: five by user1471,Victoria,0
5800,user1136,PC-226,7045,A service was installed in the system. Service: effect by user1136,Tasmania,0
5801,user1724,PC-363,4698,An account was successfully logged on. User: user1724 from PC-363,Queensland,0
5802,user1359,PC-620,1116,A logon attempt was made using explicit credentials. User: user1359,Tasmania,0
5804,user1210,PC-447,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-447,Northern Territory,0
5806,user1609,PC-709,1116,Scheduled task created. Name: sister by user1609,Northern Territory,0
5808,user1087,PC-325,1116,An account was successfully logged on. User: user1087 from PC-325,Western Australia,0
5812,user1347,PC-430,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-430,ACT,0
5813,user1510,PC-636,4698,A logon attempt was made using explicit credentials. User: user1510,Queensland,0
5814,user1902,PC-842,7045,A logon attempt was made using explicit credentials. User: user1902,Queensland,0
5819,user1568,PC-359,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-359,Queensland,0
5821,user1759,PC-692,4624,A service was installed in the system. Service: agreement by user1759,ACT,0
