id,data_subject_id,src_ip,dst_ip,severity,signature,text
4933,97.173.52.105->192.168.184.110,97.173.52.105,192.168.184.110,high,SQLi attempt,SQLi attempt from 97.173.52.105 targeting 192.168.184.110
4934,164.81.201.246->10.211.23.98,164.81.201.246,10.211.23.98,medium,Ransomware beacon,Ransomware beacon from 164.81.201.246 targeting 10.211.23.98
4935,211.240.190.116->10.173.8.246,211.240.190.116,10.173.8.246,critical,Ransomware beacon,Ransomware beacon from 211.240.190.116 targeting 10.173.8.246
4936,141.200.96.227->172.30.53.157,141.200.96.227,172.30.53.157,critical,SQLi attempt,SQLi attempt from 141.200.96.227 targeting 172.30.53.157
4937,37.189.187.36->172.24.101.43,37.189.187.36,172.24.101.43,low,C2 traffic,C2 traffic from 37.189.187.36 targeting 172.24.101.43
4938,24.241.103.173->10.196.241.126,24.241.103.173,10.196.241.126,low,Port scan,Port scan from 24.241.103.173 targeting 10.196.241.126
4939,219.175.34.34->192.168.163.241,219.175.34.34,192.168.163.241,critical,Port scan,Port scan from 219.175.34.34 targeting 192.168.163.241
4940,186.186.83.185->10.57.189.67,186.186.83.185,10.57.189.67,critical,SQLi attempt,SQLi attempt from 186.186.83.185 targeting 10.57.189.67
4941,148.42.102.128->10.12.9.201,148.42.102.128,10.12.9.201,critical,Port scan,Port scan from 148.42.102.128 targeting 10.12.9.201
4942,194.250.143.248->192.168.214.97,194.250.143.248,192.168.214.97,high,Ransomware beacon,Ransomware beacon from 194.250.143.248 targeting 192.168.214.97
4943,223.170.56.18->192.168.248.225,223.170.56.18,192.168.248.225,high,Exploit kit,Exploit kit from 223.170.56.18 targeting 192.168.248.225
4944,26.253.159.209->10.155.255.1,26.253.159.209,10.155.255.1,critical,Ransomware beacon,Ransomware beacon from 26.253.159.209 targeting 10.155.255.1
4945,57.225.235.218->10.2.61.138,57.225.235.218,10.2.61.138,medium,SQLi attempt,SQLi attempt from 57.225.235.218 targeting 10.2.61.138
4946,201.30.169.116->10.234.235.14,201.30.169.116,10.234.235.14,high,SQLi attempt,SQLi attempt from 201.30.169.116 targeting 10.234.235.14
4947,21.21.170.106->10.153.245.193,21.21.170.106,10.153.245.193,medium,SQLi attempt,SQLi attempt from 21.21.170.106 targeting 10.153.245.193
4948,111.177.43.120->192.168.186.109,111.177.43.120,192.168.186.109,low,C2 traffic,C2 traffic from 111.177.43.120 targeting 192.168.186.109
4949,55.197.119.120->10.52.222.224,55.197.119.120,10.52.222.224,medium,Exploit kit,Exploit kit from 55.197.119.120 targeting 10.52.222.224
4950,197.7.36.180->10.55.110.127,197.7.36.180,10.55.110.127,medium,Exploit kit,Exploit kit from 197.7.36.180 targeting 10.55.110.127
4951,110.101.42.123->10.200.159.176,110.101.42.123,10.200.159.176,critical,Port scan,Port scan from 110.101.42.123 targeting 10.200.159.176
4952,173.176.129.160->10.240.191.177,173.176.129.160,10.240.191.177,high,SQLi attempt,SQLi attempt from 173.176.129.160 targeting 10.240.191.177
4953,214.6.124.23->10.175.33.196,214.6.124.23,10.175.33.196,high,C2 traffic,C2 traffic from 214.6.124.23 targeting 10.175.33.196
4954,159.89.198.41->10.183.36.90,159.89.198.41,10.183.36.90,high,Port scan,Port scan from 159.89.198.41 targeting 10.183.36.90
4955,67.255.199.174->10.250.50.236,67.255.199.174,10.250.50.236,medium,Port scan,Port scan from 67.255.199.174 targeting 10.250.50.236
4956,202.133.46.139->192.168.0.253,202.133.46.139,192.168.0.253,high,SQLi attempt,SQLi attempt from 202.133.46.139 targeting 192.168.0.253
4957,71.80.209.168->192.168.148.118,71.80.209.168,192.168.148.118,critical,Port scan,Port scan from 71.80.209.168 targeting 192.168.148.118
4958,128.164.170.105->192.168.44.196,128.164.170.105,192.168.44.196,high,Exploit kit,Exploit kit from 128.164.170.105 targeting 192.168.44.196
4959,154.134.165.226->10.38.85.217,154.134.165.226,10.38.85.217,high,Exploit kit,Exploit kit from 154.134.165.226 targeting 10.38.85.217
4960,133.68.83.110->172.29.154.119,133.68.83.110,172.29.154.119,high,Ransomware beacon,Ransomware beacon from 133.68.83.110 targeting 172.29.154.119
4961,153.61.54.179->172.31.113.125,153.61.54.179,172.31.113.125,high,Port scan,Port scan from 153.61.54.179 targeting 172.31.113.125
4962,223.228.188.146->192.168.229.246,223.228.188.146,192.168.229.246,critical,Exploit kit,Exploit kit from 223.228.188.146 targeting 192.168.229.246
4963,3.33.3.249->172.26.252.40,3.33.3.249,172.26.252.40,high,Ransomware beacon,Ransomware beacon from 3.33.3.249 targeting 172.26.252.40
4964,129.199.148.99->172.16.171.43,129.199.148.99,172.16.171.43,high,SQLi attempt,SQLi attempt from 129.199.148.99 targeting 172.16.171.43
4965,78.167.53.116->172.28.99.198,78.167.53.116,172.28.99.198,low,Ransomware beacon,Ransomware beacon from 78.167.53.116 targeting 172.28.99.198
4966,133.104.14.188->172.16.70.231,133.104.14.188,172.16.70.231,low,C2 traffic,C2 traffic from 133.104.14.188 targeting 172.16.70.231
4967,213.21.220.119->192.168.238.146,213.21.220.119,192.168.238.146,high,C2 traffic,C2 traffic from 213.21.220.119 targeting 192.168.238.146
4968,113.38.171.47->192.168.89.6,113.38.171.47,192.168.89.6,high,Ransomware beacon,Ransomware beacon from 113.38.171.47 targeting 192.168.89.6
4969,221.69.91.116->172.16.198.222,221.69.91.116,172.16.198.222,critical,Port scan,Port scan from 221.69.91.116 targeting 172.16.198.222
4970,121.198.194.160->192.168.106.215,121.198.194.160,192.168.106.215,medium,C2 traffic,C2 traffic from 121.198.194.160 targeting 192.168.106.215
4971,173.39.44.44->192.168.81.133,173.39.44.44,192.168.81.133,low,C2 traffic,C2 traffic from 173.39.44.44 targeting 192.168.81.133
4972,185.77.116.249->172.20.84.64,185.77.116.249,172.20.84.64,critical,Ransomware beacon,Ransomware beacon from 185.77.116.249 targeting 172.20.84.64
4973,170.18.198.156->192.168.249.255,170.18.198.156,192.168.249.255,low,C2 traffic,C2 traffic from 170.18.198.156 targeting 192.168.249.255
4974,212.239.194.228->10.198.222.134,212.239.194.228,10.198.222.134,critical,SQLi attempt,SQLi attempt from 212.239.194.228 targeting 10.198.222.134
4975,194.125.80.225->10.93.43.40,194.125.80.225,10.93.43.40,medium,Port scan,Port scan from 194.125.80.225 targeting 10.93.43.40
4976,200.122.168.161->192.168.85.150,200.122.168.161,192.168.85.150,low,SQLi attempt,SQLi attempt from 200.122.168.161 targeting 192.168.85.150
4977,50.107.168.142->172.28.205.156,50.107.168.142,172.28.205.156,high,Port scan,Port scan from 50.107.168.142 targeting 172.28.205.156
4978,194.181.199.137->192.168.26.207,194.181.199.137,192.168.26.207,medium,Exploit kit,Exploit kit from 194.181.199.137 targeting 192.168.26.207
4979,30.26.117.166->10.24.69.110,30.26.117.166,10.24.69.110,low,Port scan,Port scan from 30.26.117.166 targeting 10.24.69.110
4980,208.28.198.92->172.19.157.247,208.28.198.92,172.19.157.247,high,Exploit kit,Exploit kit from 208.28.198.92 targeting 172.19.157.247
4981,206.133.51.194->192.168.17.214,206.133.51.194,192.168.17.214,medium,Exploit kit,Exploit kit from 206.133.51.194 targeting 192.168.17.214
4982,115.208.54.78->10.196.61.103,115.208.54.78,10.196.61.103,critical,Port scan,Port scan from 115.208.54.78 targeting 10.196.61.103
4983,47.113.202.10->10.137.73.32,47.113.202.10,10.137.73.32,critical,Port scan,Port scan from 47.113.202.10 targeting 10.137.73.32
4984,219.192.237.243->10.204.255.122,219.192.237.243,10.204.255.122,medium,Ransomware beacon,Ransomware beacon from 219.192.237.243 targeting 10.204.255.122
4985,44.249.27.224->192.168.49.16,44.249.27.224,192.168.49.16,high,C2 traffic,C2 traffic from 44.249.27.224 targeting 192.168.49.16
4986,178.168.102.2->172.25.191.143,178.168.102.2,172.25.191.143,medium,Ransomware beacon,Ransomware beacon from 178.168.102.2 targeting 172.25.191.143
4987,75.29.231.79->172.27.130.55,75.29.231.79,172.27.130.55,medium,SQLi attempt,SQLi attempt from 75.29.231.79 targeting 172.27.130.55
4988,207.10.103.154->10.235.190.90,207.10.103.154,10.235.190.90,medium,SQLi attempt,SQLi attempt from 207.10.103.154 targeting 10.235.190.90
4989,6.201.71.44->192.168.16.121,6.201.71.44,192.168.16.121,low,Exploit kit,Exploit kit from 6.201.71.44 targeting 192.168.16.121
4990,134.204.57.67->10.166.81.81,134.204.57.67,10.166.81.81,critical,Ransomware beacon,Ransomware beacon from 134.204.57.67 targeting 10.166.81.81
4991,71.220.47.207->192.168.8.209,71.220.47.207,192.168.8.209,low,Port scan,Port scan from 71.220.47.207 targeting 192.168.8.209
4992,207.118.117.8->192.168.221.10,207.118.117.8,192.168.221.10,low,SQLi attempt,SQLi attempt from 207.118.117.8 targeting 192.168.221.10
4993,137.52.86.81->192.168.216.47,137.52.86.81,192.168.216.47,high,C2 traffic,C2 traffic from 137.52.86.81 targeting 192.168.216.47
4994,129.37.132.168->172.24.222.2,129.37.132.168,172.24.222.2,critical,SQLi attempt,SQLi attempt from 129.37.132.168 targeting 172.24.222.2
4995,217.147.153.250->172.20.182.196,217.147.153.250,172.20.182.196,high,Ransomware beacon,Ransomware beacon from 217.147.153.250 targeting 172.20.182.196
4996,141.68.191.6->172.17.129.226,141.68.191.6,172.17.129.226,high,Exploit kit,Exploit kit from 141.68.191.6 targeting 172.17.129.226
4997,175.103.82.203->10.124.212.183,175.103.82.203,10.124.212.183,low,C2 traffic,C2 traffic from 175.103.82.203 targeting 10.124.212.183
4998,36.223.206.42->192.168.106.159,36.223.206.42,192.168.106.159,critical,Ransomware beacon,Ransomware beacon from 36.223.206.42 targeting 192.168.106.159
4999,214.80.194.165->192.168.170.217,214.80.194.165,192.168.170.217,critical,Ransomware beacon,Ransomware beacon from 214.80.194.165 targeting 192.168.170.217
5000,37.74.95.158->172.27.49.11,37.74.95.158,172.27.49.11,high,Port scan,Port scan from 37.74.95.158 targeting 172.27.49.11
5001,172.139.202.238->10.255.18.99,172.139.202.238,10.255.18.99,high,Port scan,Port scan from 172.139.202.238 targeting 10.255.18.99
5002,219.32.156.140->10.31.159.168,219.32.156.140,10.31.159.168,low,Exploit kit,Exploit kit from 219.32.156.140 targeting 10.31.159.168
5003,201.144.206.209->192.168.171.72,201.144.206.209,192.168.171.72,low,C2 traffic,C2 traffic from 201.144.206.209 targeting 192.168.171.72
5004,21.228.166.50->10.157.194.26,21.228.166.50,10.157.194.26,medium,C2 traffic,C2 traffic from 21.228.166.50 targeting 10.157.194.26
5005,139.89.3.251->172.25.237.236,139.89.3.251,172.25.237.236,low,Ransomware beacon,Ransomware beacon from 139.89.3.251 targeting 172.25.237.236
5006,8.146.174.190->10.228.203.18,8.146.174.190,10.228.203.18,high,Ransomware beacon,Ransomware beacon from 8.146.174.190 targeting 10.228.203.18
5007,78.31.125.52->192.168.254.151,78.31.125.52,192.168.254.151,low,C2 traffic,C2 traffic from 78.31.125.52 targeting 192.168.254.151
5008,20.252.137.69->172.28.50.114,20.252.137.69,172.28.50.114,high,Exploit kit,Exploit kit from 20.252.137.69 targeting 172.28.50.114
5009,29.220.130.221->172.18.151.100,29.220.130.221,172.18.151.100,high,SQLi attempt,SQLi attempt from 29.220.130.221 targeting 172.18.151.100
5010,143.125.249.232->10.228.171.169,143.125.249.232,10.228.171.169,high,Ransomware beacon,Ransomware beacon from 143.125.249.232 targeting 10.228.171.169
5011,188.80.31.135->10.2.234.206,188.80.31.135,10.2.234.206,high,C2 traffic,C2 traffic from 188.80.31.135 targeting 10.2.234.206
5012,206.81.24.107->10.176.35.167,206.81.24.107,10.176.35.167,low,Exploit kit,Exploit kit from 206.81.24.107 targeting 10.176.35.167
5013,17.149.177.255->10.220.5.238,17.149.177.255,10.220.5.238,critical,Exploit kit,Exploit kit from 17.149.177.255 targeting 10.220.5.238
5014,4.184.67.24->10.49.18.9,4.184.67.24,10.49.18.9,critical,SQLi attempt,SQLi attempt from 4.184.67.24 targeting 10.49.18.9
5015,31.225.126.110->10.0.189.235,31.225.126.110,10.0.189.235,critical,Ransomware beacon,Ransomware beacon from 31.225.126.110 targeting 10.0.189.235
5016,69.102.14.23->10.64.184.3,69.102.14.23,10.64.184.3,medium,SQLi attempt,SQLi attempt from 69.102.14.23 targeting 10.64.184.3
5017,26.235.145.181->10.192.143.220,26.235.145.181,10.192.143.220,critical,Port scan,Port scan from 26.235.145.181 targeting 10.192.143.220
5018,171.89.167.217->172.24.199.37,171.89.167.217,172.24.199.37,critical,SQLi attempt,SQLi attempt from 171.89.167.217 targeting 172.24.199.37
5019,197.141.241.100->192.168.87.47,197.141.241.100,192.168.87.47,low,Ransomware beacon,Ransomware beacon from 197.141.241.100 targeting 192.168.87.47
5020,130.226.145.173->172.26.95.105,130.226.145.173,172.26.95.105,low,Port scan,Port scan from 130.226.145.173 targeting 172.26.95.105
5021,221.106.227.243->172.23.191.195,221.106.227.243,172.23.191.195,critical,Ransomware beacon,Ransomware beacon from 221.106.227.243 targeting 172.23.191.195
5022,13.3.189.106->10.9.178.146,13.3.189.106,10.9.178.146,critical,Exploit kit,Exploit kit from 13.3.189.106 targeting 10.9.178.146
5023,190.97.73.168->192.168.184.116,190.97.73.168,192.168.184.116,medium,Exploit kit,Exploit kit from 190.97.73.168 targeting 192.168.184.116
5024,110.243.117.247->192.168.60.253,110.243.117.247,192.168.60.253,high,C2 traffic,C2 traffic from 110.243.117.247 targeting 192.168.60.253
5025,124.134.111.40->172.22.194.57,124.134.111.40,172.22.194.57,low,C2 traffic,C2 traffic from 124.134.111.40 targeting 172.22.194.57
5026,144.12.118.110->192.168.37.143,144.12.118.110,192.168.37.143,low,C2 traffic,C2 traffic from 144.12.118.110 targeting 192.168.37.143
5027,56.127.4.133->192.168.23.2,56.127.4.133,192.168.23.2,high,Port scan,Port scan from 56.127.4.133 targeting 192.168.23.2
5028,91.36.83.99->172.23.84.117,91.36.83.99,172.23.84.117,medium,C2 traffic,C2 traffic from 91.36.83.99 targeting 172.23.84.117
5029,223.51.62.148->10.162.68.20,223.51.62.148,10.162.68.20,low,Ransomware beacon,Ransomware beacon from 223.51.62.148 targeting 10.162.68.20
5030,170.60.253.76->172.30.203.242,170.60.253.76,172.30.203.242,critical,Ransomware beacon,Ransomware beacon from 170.60.253.76 targeting 172.30.203.242
5031,186.22.193.214->172.23.94.172,186.22.193.214,172.23.94.172,critical,C2 traffic,C2 traffic from 186.22.193.214 targeting 172.23.94.172
5032,223.231.76.91->10.92.94.170,223.231.76.91,10.92.94.170,critical,Port scan,Port scan from 223.231.76.91 targeting 10.92.94.170
5033,213.143.181.23->192.168.229.242,213.143.181.23,192.168.229.242,critical,Exploit kit,Exploit kit from 213.143.181.23 targeting 192.168.229.242
5034,174.35.159.59->10.91.213.114,174.35.159.59,10.91.213.114,medium,SQLi attempt,SQLi attempt from 174.35.159.59 targeting 10.91.213.114
5035,111.190.12.204->192.168.113.215,111.190.12.204,192.168.113.215,high,SQLi attempt,SQLi attempt from 111.190.12.204 targeting 192.168.113.215
5036,64.243.62.144->10.137.105.215,64.243.62.144,10.137.105.215,medium,C2 traffic,C2 traffic from 64.243.62.144 targeting 10.137.105.215
5037,200.158.216.235->172.19.81.250,200.158.216.235,172.19.81.250,medium,Exploit kit,Exploit kit from 200.158.216.235 targeting 172.19.81.250
5038,5.223.64.134->10.165.71.97,5.223.64.134,10.165.71.97,high,Port scan,Port scan from 5.223.64.134 targeting 10.165.71.97
5039,159.237.56.217->192.168.179.177,159.237.56.217,192.168.179.177,high,Port scan,Port scan from 159.237.56.217 targeting 192.168.179.177
5040,68.177.242.60->192.168.16.18,68.177.242.60,192.168.16.18,medium,Exploit kit,Exploit kit from 68.177.242.60 targeting 192.168.16.18
5041,51.24.97.27->172.24.227.201,51.24.97.27,172.24.227.201,high,Port scan,Port scan from 51.24.97.27 targeting 172.24.227.201
5042,203.233.209.131->172.24.160.163,203.233.209.131,172.24.160.163,medium,C2 traffic,C2 traffic from 203.233.209.131 targeting 172.24.160.163
5043,119.238.111.107->192.168.59.155,119.238.111.107,192.168.59.155,low,C2 traffic,C2 traffic from 119.238.111.107 targeting 192.168.59.155
5044,8.97.140.163->192.168.225.22,8.97.140.163,192.168.225.22,high,Ransomware beacon,Ransomware beacon from 8.97.140.163 targeting 192.168.225.22
5045,218.85.240.133->172.17.127.115,218.85.240.133,172.17.127.115,critical,SQLi attempt,SQLi attempt from 218.85.240.133 targeting 172.17.127.115
5046,208.81.142.119->10.233.213.185,208.81.142.119,10.233.213.185,high,C2 traffic,C2 traffic from 208.81.142.119 targeting 10.233.213.185
5047,196.138.186.26->192.168.254.219,196.138.186.26,192.168.254.219,medium,Ransomware beacon,Ransomware beacon from 196.138.186.26 targeting 192.168.254.219
5048,136.164.138.173->192.168.127.24,136.164.138.173,192.168.127.24,low,Ransomware beacon,Ransomware beacon from 136.164.138.173 targeting 192.168.127.24
5049,166.56.7.91->172.21.98.161,166.56.7.91,172.21.98.161,high,SQLi attempt,SQLi attempt from 166.56.7.91 targeting 172.21.98.161
5050,26.30.19.42->172.26.13.129,26.30.19.42,172.26.13.129,critical,Ransomware beacon,Ransomware beacon from 26.30.19.42 targeting 172.26.13.129
5051,198.226.175.62->192.168.67.115,198.226.175.62,192.168.67.115,low,SQLi attempt,SQLi attempt from 198.226.175.62 targeting 192.168.67.115
5052,206.47.95.246->10.160.140.136,206.47.95.246,10.160.140.136,low,SQLi attempt,SQLi attempt from 206.47.95.246 targeting 10.160.140.136
5053,151.186.127.70->172.18.97.151,151.186.127.70,172.18.97.151,medium,Ransomware beacon,Ransomware beacon from 151.186.127.70 targeting 172.18.97.151
5054,205.52.173.179->192.168.30.73,205.52.173.179,192.168.30.73,medium,Port scan,Port scan from 205.52.173.179 targeting 192.168.30.73
5055,149.106.71.133->192.168.231.124,149.106.71.133,192.168.231.124,medium,C2 traffic,C2 traffic from 149.106.71.133 targeting 192.168.231.124
5056,207.160.78.2->192.168.147.135,207.160.78.2,192.168.147.135,high,Ransomware beacon,Ransomware beacon from 207.160.78.2 targeting 192.168.147.135
5057,182.252.151.3->172.22.152.243,182.252.151.3,172.22.152.243,high,Exploit kit,Exploit kit from 182.252.151.3 targeting 172.22.152.243
5058,184.80.220.84->192.168.233.24,184.80.220.84,192.168.233.24,high,Port scan,Port scan from 184.80.220.84 targeting 192.168.233.24
5059,221.195.6.109->192.168.217.50,221.195.6.109,192.168.217.50,critical,Exploit kit,Exploit kit from 221.195.6.109 targeting 192.168.217.50
5060,54.241.44.111->172.22.75.89,54.241.44.111,172.22.75.89,high,SQLi attempt,SQLi attempt from 54.241.44.111 targeting 172.22.75.89
5061,201.101.100.15->10.171.141.222,201.101.100.15,10.171.141.222,medium,Ransomware beacon,Ransomware beacon from 201.101.100.15 targeting 10.171.141.222
5062,32.222.155.218->10.48.221.220,32.222.155.218,10.48.221.220,critical,Ransomware beacon,Ransomware beacon from 32.222.155.218 targeting 10.48.221.220
5063,21.251.44.238->172.31.156.73,21.251.44.238,172.31.156.73,high,SQLi attempt,SQLi attempt from 21.251.44.238 targeting 172.31.156.73
